dataset_name,target_name_hlsp,qual_comm
c1600801000,SK-70D50,[c1600801000] Flux discrepancy
b0270101000,SK-68D73,[b0270101000] Flux discrepancy
p1174901000,SK-68D15,[p1174901000] Flux discrepancy
e5113103000,SK-71D26,[e5113103000] Flux discrepancy
z9050601000,SK-71D38,[z9050601000] Flux discrepancy
le8p2dpwq,NGC346-ELS-028,[le8p2dpwq] Flux discrepancy
le8p2dq4q,NGC346-ELS-028,[le8p2dq4q] Flux discrepancy
le8pbchvq,NGC346-ELS-028,[le8pbchvq] Flux discrepancy
le8pbci0q,NGC346-ELS-028,[le8pbci0q] Flux discrepancy
o4wr02010,NGC346-ELS-028,[o4wr02010] Flux discrepancy
p1150202000,AV-47,[p1150202000] Flux discrepancy
b1340202000,NGC346-ELS-026,[b1340202000] Flux discrepancy
d1620501000,AV-216,[d1620501000] Flux discrepancy
d1380101000,NGC346-ELS-043,[d1380101000] Flux discrepancy
f9070302000,AV-85,[f9070302000] Flux discrepancy
a1180101000,AV-18,[a1180101000] Flux discrepancy
o6df06020,AV-18,[o6df06020] Flux discrepancy
o6df06030,AV-18,[o6df06030] Flux discrepancy
o6df07020,AV-18,[o6df07020] Flux discrepancy
o6df07030,AV-18,[o6df07030] Flux discrepancy
o8ew01010,AV-18,[o8ew01010] Flux discrepancy
o8ew01020,AV-18,[o8ew01020] Flux discrepancy
o8ew01030,AV-18,[o8ew01030] Flux discrepancy
o8ew01040,AV-18,[o8ew01040] Flux discrepancy
o8ew02010,AV-18,[o8ew02010] Flux discrepancy
o8ew02020,AV-18,[o8ew02020] Flux discrepancy
o8ew02030,AV-18,[o8ew02030] Flux discrepancy
o8ew02040,AV-18,[o8ew02040] Flux discrepancy
o8ew03010,AV-18,[o8ew03010] Flux discrepancy
o8ew03020,AV-18,[o8ew03020] Flux discrepancy
o8ew03030,AV-18,[o8ew03030] Flux discrepancy
o8ew03040,AV-18,[o8ew03040] Flux discrepancy
o8ew04010,AV-18,[o8ew04010] Flux discrepancy
o8ew04020,AV-18,[o8ew04020] Flux discrepancy
o8ew04030,AV-18,[o8ew04030] Flux discrepancy
o8ew04040,AV-18,[o8ew04040] Flux discrepancy
o8ew05010,AV-18,[o8ew05010] Flux discrepancy
o8ew05020,AV-18,[o8ew05020] Flux discrepancy
ockp01010,AV-18,[ockp01010] Flux discrepancy
c1600501000,AV-362,[c1600501000] Flux discrepancy
laaf1aixq,AV-479,[laaf1aixq] Data from COS commissioning
laaf1aizq,AV-479,[laaf1aizq] Data from COS commissioning
laaf1aj1q,AV-479,[laaf1aj1q] Data from COS commissioning
laaf1aj3q,AV-479,[laaf1aj3q] Data from COS commissioning
laaf1aj5q,AV-479,[laaf1aj5q] Data from COS commissioning
laaf1aj9q,AV-479,[laaf1aj9q] Data from COS commissioning
laaf1ajhq,AV-479,[laaf1ajhq] Data from COS commissioning
laaf1ajvq,AV-479,[laaf1ajvq] Data from COS commissioning
laaf1ajzq,AV-479,[laaf1ajzq] Data from COS commissioning
laaf1alrq,AV-479,[laaf1alrq] Data from COS commissioning
laaf1altq,AV-479,[laaf1altq] Data from COS commissioning
laaf1alvq,AV-479,[laaf1alvq] Data from COS commissioning
laaf1alyq,AV-479,[laaf1alyq] Data from COS commissioning
laaf1am0q,AV-479,[laaf1am0q] Data from COS commissioning
laaf1an0q,AV-479,[laaf1an0q] Data from COS commissioning
laaf1an2q,AV-479,[laaf1an2q] Data from COS commissioning
laaf1an4q,AV-479,[laaf1an4q] Data from COS commissioning
laaf1an6q,AV-479,[laaf1an6q] Data from COS commissioning
laaf1an8q,AV-479,[laaf1an8q] Data from COS commissioning
